date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:08:57	25280/25280	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise2.ttf?f2bix4	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise21e04.ttf	(from https://mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise2.css)
20:08:58	25356/25356	---M--	200	added ('OK')	font/woff	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise2.woff?f2bix4	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise21e04.woff	(from https://mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise2.css)
20:08:59	72845/72845	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise2.svg?f2bix4	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise21e04.svg	(from https://mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise2.css)
20:09:00	116416/116416	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicon.eot	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicon.eot	(from https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/css/styles.css)
20:09:01	116416/116416	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicon.eot?	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicond41d.eot	(from https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/css/styles.css)
20:09:02	64512/64512	---M--	200	added ('OK')	font/woff2	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicon.woff2	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicon.woff2	(from https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/css/styles.css)
20:09:03	116252/116252	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicon.ttf	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicon.ttf	(from https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/css/styles.css)
20:09:04	116328/116328	---M--	200	added ('OK')	font/woff	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicon.woff	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicon.woff	(from https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/css/styles.css)
20:09:05	98700/98700	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/images/background2.jpg	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/images/background2.jpg	(from https://mobirise.com/extensions/floram4/floral-studio/assets/mobirise/css/mbr-additional.css)
20:09:06	322578/322578	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicon.svg	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/socicon/fonts/socicon.svg	(from https://mobirise.com/extensions/floram4/floral-studio/assets/socicon/css/styles.css)
20:09:06	29384/29384	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/images/background1-1-1085x595.jpg	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/images/background1-1-1085x595.jpg	(from https://mobirise.com/extensions/floram4/floral-studio/assets/mobirise/css/mbr-additional.css)
20:09:07	76756/76756	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/images/background1.jpg	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/images/background1.jpg	(from https://mobirise.com/extensions/floram4/floral-studio/assets/mobirise/css/mbr-additional.css)
